HITID,title,Worker1,rating,asdf,Date
3BFF0DJK8XCBWMU05VP6F4GH801STP,Censorship in China: crackdown on bloggers as rumours of coup swirl,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:44:32 UTC
3RWB1RTQDJNVLAMKAGAHT3FJ7398P0,Fighter jets scrambled in alert over unresponsive airliner,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:44:02 UTC
3XQ4XW3OD9CHCN0NMG5AEH7R8NNS2W,Guardian reveals Israeli nukes kept out of Iraq dossier,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:05:49 UTC
30U1YOGZGAW4FXY3J5PRA0YV5ECSD5,Al-Qaida links still dubious,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:44:50 UTC
38O9DZ0A62NCPP2QF327DCBZQYR62P,Ukraine launches raid on rebel-held port of Mariupol - video,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:44:55 UTC
30F94FBDNRKCF0DYU93BPF6H4CFBT7,Iraq's foreign militants 'come from US allies',A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:08:23 UTC
30P8I9JKOILP3C0EYUCDNBUAR195VG,Baha Mousa report criticises 'cowardly and violent' British soldiers,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:44:59 UTC
3M4KL7H8KVN504KUWZ2T8T1UYSD618,Russia's vast but flawed election,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:06:11 UTC
3NOEP8XAU42L0BNSIOM992WCYCHPXO,India postpones plan to allow in Walmart and Tesco,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:43:50 UTC
3XWUWJ18TLQ6BC1TU5AGZ1K7CBTUUY,Investigation into Angela Merkel phone-hacking allegations launched - video,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:43:46 UTC
3LVTFB9DE5IVE1THTR1ULLMR0I8GQF,Third Turkish 'bird flu' death reported,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:44:56 UTC
30Z7M1Q8UYKOY6GILXSK38QO8H98AK,MH17: train carrying bodies of victims arrives in government-held Kharkiv,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:06:08 UTC
3NCN4N1H1GHEKN8EXDHZGG0PFUTBN6,Duncan Campbell on the finding of severed feet in British Columbia,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:44:16 UTC
3XUY87HIVPE4LWRBC1S8HHMJM3NMM6,Toxic cargo,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:45:39 UTC
3D4BBDG7ZHWQQO7ATUTFIM81SY23CP,Greek Golden Dawn MP assaults female politicians on TV talkshow,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:45:45 UTC
375VSR8FVW9VHJ3MWYEJBIC27U3RZF,Syria's attack on Turkey condemned by William Hague - video,A109CH3492UU42,-1,-1.0,2015-03-31 01:07:21 UTC
37VUR2VJ6APUGLTV6QFWUTT4UEP1CW,Turkey protests: police use teargas and water cannon to clear Taksim Square,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:45:20 UTC
3R5OYNIC2C9EJUE8DELCKZB6LGTPT5,Nine bodies found as Japan fails to curb internet suicide pacts,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:46:11 UTC
3Y7LTZE0YTMNXBV30S9OGTZMET7UZM,Greece not looking for EU handouts with debt crisis,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:46:03 UTC
3BKZLF990ZZV0SEHNXN0SLTV5EYYQV,EU tightens sanctions against Iran,A109CH3492UU42,-1,-1.0,2015-03-31 01:07:45 UTC
3EPG8DX9LKQCYS3ICI3EHJ5S5D8P5F,Jobless young Greeks take imaginative steps to change their destiny,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:08:00 UTC
3SMIWMMK615J3GQYP5PHHP54XR4UWX,Spanish police raid Europe's biggest cocaine laboratory,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:44:59 UTC
3ZVPAMTJWN3VQ28H66QUQBWWW4AGRG,Turkish Cypriot appetite for united island dwindles as hostility grows,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:45:26 UTC
3D0LPO3EABZSFG118KVW3GYVQDGOYD,Russian watchdog attacks plan to import nuclear waste,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:07:43 UTC
3MDWE879UH2TVL4KW3YUYF55A5CB97,Book prize judges criticise decision to axe Putin expose,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:46:08 UTC
3YZ7A3YHR5T9BKJA4Z78COA3SXFS5Y,Iran calls for nuclear talks as further sanctions loom,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:46:49 UTC
32ZCLEW0BZKK5RI31K78ITOXNE3PJ1,Syrian rebels claim receipt of major weapons shipment,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:08:11 UTC
31ODACBENUFY4628ORVBAZ5UOT1SQA,Turkish police fire teargas at crowds mourning boy injured in protests,A1UL8XW5GSWYAA,-1,-1.0,2015-03-31 01:07:59 UTC
3G4VVJO6PZGFGBOLJ57KJ8OA233PK0,Sisters who hid &pound;29m in shed face tax charge,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:48:07 UTC
3O71U79SRBP7JR4GWYOUTQLPES5MSI,Japanese oil tanker hit by terrorist bomb,A1UL8XW5GSWYAA,-1,-1.0,2015-03-31 01:07:50 UTC
379OL9DBSSEP8TXV6VCE6Q36VEUY99,Libya: Gaddafi says he will fight to the end  Friday 2 September,A1UL8XW5GSWYAA,-1,-1.0,2015-03-31 01:08:12 UTC
382GHPVPHSRNVKUV0FNXZOWD0LL34C,Israeli attack on Gaza flotilla sparks international outrage,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:08:04 UTC
3XT3KXP24ZYG0AGS46NZ0SIGFUO6I0,Mother of Delhi gang rape victim unhappy with sentence of convicted teenager - video,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:47:01 UTC
37M4O367VJI6DP65K2BM0FBX08WM5F,Iraq crisis: humanitarian crisis continues despite fewer people on Mount Sinjar than expected - video,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:08:11 UTC
3K3IX1W4S6R94YFZ7EUVPULEXR8PAK,Russia: Wary EU balks at pledge of integration for Ukraine,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:47:18 UTC
3IHWR4LC7DD34OZGXLKXK6E7LPE8IO,Bollywood Hamlet set in Kashmir likely to cause controversy in India,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:47:30 UTC
3P4C70TRMRHKN4D41MTY4ZNXQCLGLQ,US Congress notified over $60bn arms sale to Saudi Arabia,A109CH3492UU42,-1,-1.0,2015-03-31 01:08:20 UTC
3M93N4X8HKNHIJYVT1B2DYT8AYAJSB,Drone strikes in Yemen: US expert warns of anti-western sentiment,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:47:13 UTC
37VUR2VJ6APUGLTV6QFWUTT4UEOC16,Iran and Syria confront US with defence pact,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:47:25 UTC
3JAOYN9IHL22DOBR01IEPJ47MLP33R,Jitters across EU as Russia cuts Ukraine fuel supply,A109CH3492UU42,-1,-1.0,2015-03-31 01:08:32 UTC
3KL228NDMVM93YVMGMHXPZAI1CGGKN,Syria crisis: Prince Charles visits refugee camp - Wednesday 13 March 2013,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:47:42 UTC
3VW0145YLYCEKOLQ94FG1PU2I9SJMZ,Muslim areas of Kashmir under curfew ahead of protest rally,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:46:51 UTC
3E22YV8GG16GOH9OGIZ0B05EWY7PN4,Swine flu: Mexican citizens flown back from China after being held in hotels,A1UL8XW5GSWYAA,-1,-1.0,2015-03-31 01:09:03 UTC
3E6L1VR4XWMWQJE23YHEXV5OZ2W6F9,Moscow accuses Kiev of issuing 'criminal orders' and warns of civil war,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:47:18 UTC
3Q2T3FD0ON83ZAJ16JNTLIDDMC63M7,Saudi Arabia irritated by the changing US relationship with Iran,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:47:06 UTC
3HUR21WDDUPF9PFT9BISMTPO2HLXYR,The mass graves of Kashmir,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:47:30 UTC
3B9XR6P1WEVI1XHTIFP7N9J86AOBJ2,Ukraine forces admit loss of Donetsk airport to rebels,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:46:42 UTC
30OITAWPBQ33MY76WV8QKQ835IHH9T,Delhi gang-rape victim's friend describes attack for first time - video,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:45:24 UTC
3PA41K45VN4RLWH10BIBF3JOWJ3P7U,Spain tries to block Senegal migration route,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:46:02 UTC
3SD15I2WD2U1A7Y9J3GCWMGRWCR36X,Fukushima nuclear plant emergency: week three - in pictures,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:46:18 UTC
3YZ7A3YHR5T9BKJA4Z78COA3SXES5X,All the rage - victim of US bloggers' cartoon hits back,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:46:28 UTC
3RIHDBQ1NEYITIQ0L4CVPCEN5HNMHW,Sweden's Strictly star adds charisma to feminist push for parliament,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:10:16 UTC
3BCRDCM0ODU7656G498BD8XT7YD6KB,Iran holds two Chinese 'spies',AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:46:39 UTC
3RWB1RTQDJNVLAMKAGAHT3FJ739P8H,Israel flotilla attack: Egypt opens border with Gaza,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:10:05 UTC
3K2CEDRACB18YRHVLYTK3VHBGBIMT6,Hague says Iran will face 'serious consequences' over embassy attack,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:10:57 UTC
3TLFH2L6Y9OIRND2BGA0OM3DA622TW,Yemeni officials fail to produce 'disappeared' American for fourth time,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:46:15 UTC
3BAWBGQGYLZ4QGEXMNRALV86I73V7K,China jails human rights campaigner,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:10:16 UTC
3QD8LUVX4XYH7159Y9DVBWRV7CH5XJ,Schrder makes u-turn on Iraq,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:45:58 UTC
3MVY4USGB6NLN8EPBJQ21XE8XJLSI8,UN to send investigators to Iraq over Islamic State 'atrocities',A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:46:11 UTC
3IJ95K7NDXCAB4GPDZ9DHRRMV7LGNS,Japan sees biggest population fall,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:46:48 UTC
33BFF6QPI1BZ4MDFALTGUGF4KEK3WY,Turkey puts 44 journalists on trial for terrorism and backing pro-Kurd group,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:10:35 UTC
37VE3DA4YUHMARM3UFMMBW3TTIKBHX,Two face charges over blond-haired girl found  in Gypsy camp,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:48:30 UTC
3EFNPKWBMSO6WWCUHE0VNL60J9530W,Pro-Tibet protesters strike as the Olympic flame is lit,A34MLDXV03B7K9,-1,-1.0,2015-03-31 01:11:34 UTC
3O4VWC1GEW6DY2DG3MA15QLWIIB3J3,Six charged with attack on US ship,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:47:47 UTC
3D1UCPY6GG9OELHXCIDAG0CI27H83O,Bush fails to win over sceptical Europeans,A109CH3492UU42,-1,-1.0,2015-03-31 01:11:34 UTC
3D0LPO3EABZSFG118KVW3GYVQDFOYC,Iraq WMD report to lay blame on CIA,A109CH3492UU42,-1,-1.0,2015-03-31 01:10:45 UTC
39I4RL8QGJH2PS1UF0CZ3IXNJQ3H4X,Former Indian prime minister blamed over 1992 Babri mosque violence,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:47:51 UTC
3MXX6RQ9EV5U29ZIYDK4CRZE5HDP4A,Xu Zhiyong trial: reaction of Chinese officials has unexpected impact,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:47:58 UTC
3PR3LXCWSFZ08O7L1ZQCNCWXT8ZX91,Germany's ruling alliance teeters on the brink as Angela Merkel loses control,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:48:03 UTC
3K3IX1W4S6R94YFZ7EUVPULEXR9PAL,Fears grow for Canadian researcher arrested in Tajikistan,A109CH3492UU42,-1,-1.0,2015-03-31 01:11:02 UTC
3UYRNV2KITZVIPA7U1XPPEAO7O88N4,Syria crisis: Let UN search for chemical weapons,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:48:59 UTC
34D9ZRXCYRU6HQVRZVYPKZQPKBGSA4,Russians were ordered to attend Putin rallies,A34MLDXV03B7K9,-1,-1.0,2015-03-31 01:11:07 UTC
3VIVIU06FKCIPD1KRMUGPOF25U2MIP,Vladimir Putin tells Brussels to stay out of Ukraine's political crisis,A109CH3492UU42,-1,-1.0,2015-03-31 01:10:40 UTC
3MGHRFQY2LP7CZ9I6ZTLDF2DSA0Y0X,Papers found in Iran are evidence of plans for nuclear weapon manufacture,A109CH3492UU42,-1,-1.0,2015-03-31 01:10:32 UTC
38DCH97KHH2553JI1XMXIYE7SAPJQM,Let Iran decide regime changes,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:48:23 UTC
3EPG8DX9LKQCYS3ICI3EHJ5S5D7P5E,Greece debt creating healthcare crisis,A109CH3492UU42,-1,-1.0,2015-03-31 01:10:27 UTC
378G7J1SJLY2EKTCZ5ACD7J1B3AEW0,Protests at Turkish mobilisation,A34MLDXV03B7K9,-1,-1.0,2015-03-31 01:10:53 UTC
3HUR21WDDUPF9PFT9BISMTPO2HKXYQ,Europe warned of Iranian missile threat,A109CH3492UU42,-1,-1.0,2015-03-31 01:11:22 UTC
3TTPFEFXCTKG4F58YO5E0GH1FH9H6I,Family of three dies from apparent starvation in Japan,A34MLDXV03B7K9,-1,-1.0,2015-03-31 01:10:47 UTC
3XBXDSS888JV9Q8UQWT2SLNST2HXLZ,Ukraine protests and police crackdown  in pictures,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:49:37 UTC
3S8A4GJRD33LMG0S3DMIFH8ANWJV6L,Syrians fleeing Kobani detained by Turkey on suspicion of being militia,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:11:26 UTC
3BAWBGQGYLZ4QGEXMNRALV86I74V7L,Syria: activists arrested as assault on cities continues   Thursday 16 February,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:11:39 UTC
39XCQ6V3KY44OMLDXM45BJEBA8I65Q,Fidel Castro returns to TV with dire warning of nuclear conflict,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:11:31 UTC
3HFWPF5AK9J6X5W6QGJFXRCJE1OS38,Greece and the return of the economic 'death spiral' | David Blanchflower,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:11:07 UTC
3ZC62PVYDHAQ9KPJ4FWQ3FIF0BQXXK,Rivals compete in deadly race to step up nuclear arms production,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:51:17 UTC
3OLZC0DJ8JF1F0VT5EV7CKYFWNFVIG,Cambridge student on trial for throwing shoe at Chinese PM,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:51:03 UTC
36AZSFEYZ40RSSHNZ43QQXU21XVVB7,Japan hits out at 'polarised' whaling council,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:50:39 UTC
3P458N04Q1HP84MMGQBXDPOJN2Q2XF,Iraq war strain leads troops to abuse civilians,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:12:36 UTC
3TUOHPJXYHXBKKKTUA041W48R9LXWS,Iran comes to Munich,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:12:17 UTC
324N5FAHSXBSLVLH5HGJP0DSOR4VKR,Corrupt officials have cost China 330m in 20 years,A109CH3492UU42,-1,-1.0,2015-03-31 01:12:06 UTC
3JU8CV4BRLCY6290HXZDQP5JM8DPOK,Brown warns Iran to end 'totally abhorrent' threat to destroy Israel,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:51:02 UTC
3909MD9T2ZH03Y7H9G0C9JX1G0KEF2,Iranian film-maker jailed for five years for 'collaborating with the BBC',AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:50:37 UTC
39O6Z4JLX2XY5VKO40V8FULUK0IXVH,The day I fled Iran in terror and left my family behind  a journalist's story,A109CH3492UU42,-1,-1.0,2015-03-31 01:13:29 UTC
375VSR8FVW9VHJ3MWYEJBIC27U4RZG,Response: Iran's energy needs will not be met by oil alone,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:51:41 UTC
3DGDV62G7O9KZVKVUZ1GJC2GL3HP2E,Protesters in Ukraine guard biggest weapons cache in eastern Europe,A34MLDXV03B7K9,-1,-1.0,2015-03-31 01:12:50 UTC
3HJ1EVZS2OJUWQWTBRJA7H7NSZ53RV,Madrid bristles at reports of CIA activity in Mallorca,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:52:41 UTC
3R5LWXWHR08FNYUTF5WMFTIKXLUXGS,After the tsunami: Japan's clear-up likely to take three years,A34MLDXV03B7K9,-1,-1.0,2015-03-31 01:12:19 UTC
3O71U79SRBP7JR4GWYOUTQLPES4SMN,Mystery over Russian general found dead on Turkish beach,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:52:29 UTC
3BA7SXOG1JQGXN2ZN8E6YYFY8LX8RS,India vows to fight terror as border battles intensify,A109CH3492UU42,-1,-1.0,2015-03-31 01:12:10 UTC
34YWR3PJ28AICUJ8137JU1V4Q460XT,Amnesty demands Iran ends 'grotesque' stoning executions,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:52:14 UTC
3Y40HMYLL1IYSGVOZAL3J8JB6T9XUS,Taiwanese president and vice-president shot,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:52:36 UTC
3M93N4X8HKNHIJYVT1B2DYT8AY9SJJ,Iran condemns tougher US oil sanctions bill passed by House,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:52:12 UTC
30EV7DWJTVV2QAVX8O92MGC45DMY6Y,Bush: Saddam execution looked like revenge killing,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:52:32 UTC
3CKVGCS3PG5AGDX97T1WVTECBP4S0D,Tehran warns Israel against attack on Syria as arms tension mounts,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:53:23 UTC
30P8I9JKOILP3C0EYUCDNBUAR18V55,The lesson today will be in holy war,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:52:50 UTC
3Y3N5A7N4G94FDGPV4GJBC9QVD1MYW,Fear and loathing grips Turkey as anti-Erdogan protests gather pace,A109CH3492UU42,-1,-1.0,2015-03-31 01:12:33 UTC
3JYPJ2TAYI840PW7IUGN3VW5U7LPFX,Forgotten children of Spain's civil war reunite 75 years after exile,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:12:37 UTC
3B9J25CZ25DUA5SPJ9UGQUGDKE1SC6,Obama: violation of Ukraine 'would be deeply destabilizing'  live updates,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:32:30 UTC
3CVDZS288H0YFMZUQEOVMR2AP2AMFY,Briton's death sentence upheld by China's supreme court,A34MLDXV03B7K9,-1,-1.0,2015-03-31 01:12:27 UTC
31MCUE39BKM370NFVGPY8DTGQQU3GZ,Letters: Chernobyl: a human catastrophe we should never forget,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:35:21 UTC
39N6W9XWRDN4N3K3K1IOY7PTZRPGYI,Dynamite trucks cause fatal explosion in China,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:52:55 UTC
3VI0PC2ZAYK3FBBR3O9UK2RMO7LXOF,German army instructor dismissed over racism,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:55:00 UTC
32LAQ1JNT9PRBZM4U0K6U5Y5TXMUT7,Wave of bombings kills up to 70 in Iraq as al-Qaida chief is caught,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:35:15 UTC
3KWGG5KP6J2RCAFKZCYUELH7SPJMCO,Tehran raises the stakes in hostage crisis,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:54:35 UTC
3CO05SML7V5YFYXWS41R5J9GPNL0RX,Lagarde list publisher returns to Greek court months after being exonerated,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:34:28 UTC
3JGHED38EDRLUA92RYEUSUC00O6Y7X,Arabs ponder implications of Iran's unrest,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:53:30 UTC
3LN50BUKPVBQ0H6345JLY81PR37PL2,Ahmadinejad sees Iranian-made fuel rods at nuclear reactor   video,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 01:13:40 UTC
3Z56AA6EK402WT6JPLLRSLPXW386MG,Tiananmen Square leader arrested,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:54:23 UTC
329E6HTMSW289MJYL7AD65L9X7B3K2,MH17 black box handover set to delay escalation of sanctions against Russia,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:13:17 UTC
3D7VY91L65X825NELC2Z31BPA4JBM6,Iranian stars petition UN over medicine shortages,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:53:35 UTC
344M16OZKIFCRQKY74JPHO6AIR6EN9,Hitman was a conman,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 01:13:11 UTC
3W0XM68YZPVCZJ5JY3WUIC6CZNXK1R,American retailers' plan for Bangladesh factory safety branded a sham,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:54:07 UTC
3Z33IC0JC0M84Z2Q1KPUZRZCDXSV9X,Greece austerity plan draws thousands of protesters onto streets - video,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 01:13:44 UTC
39KV3A5D187OYOXTSSM5A8OZJ39S7C,Germany and France warn NSA spying fallout jeopardises fight against terror,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:36:53 UTC
301KG0KX9CLSMEM7BMTBA30PZC7H21,Pakistan warns west: we cannot fight al-Qaida if crisis escalates,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:37:01 UTC
3FHTJGYT8N0AEPS2TEM5LGWHVMMPGX,Iran declares ban on western music,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:36:57 UTC
3WGZLY9VCHMMWDJU57JMT9YUTK68DM,Latest suicide shows Greece is in desperate straits  but it won't spark a revolution,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:54:14 UTC
3RZS0FBRWKAXXDCXRSQMVPB2XUTPCM,Syria crisis: Aleppo bomb attacks - Wednesday 3 October 2012,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:36:47 UTC
3ATYLI1PRT22KR62MKUTTTJ7D97JOE,Istanbul Biennial under fire for tactical withdrawal from contested sites,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:13:49 UTC
3J5XXLQDHMBMPXDAKBOK8EWQD5HV3F,German MPs back EU constitution,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:54:29 UTC
3EAWOID6MTXQ85ED1O616GYJATY0VQ,Japan's premier signals a long goodbye,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:14:00 UTC
3MJ28H2Y1E8UDSRHXIQZSJ02V8C5OE,Leader: German sleaze inquiry,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:37:44 UTC
3FHTJGYT8N0AEPS2TEM5LGWHVMMGPO,India vows to punish Pakistan,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:37:39 UTC
3HEADTGN2PSE8ZYCV1PGQCZ6JJYRVG,China: lawyers fear new regulation against 'disrupting' hearings,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:13:56 UTC
3HYV4299H0WROJXU12U6ZRGFTW7E8L,UK ignores expulsion of ambassador to Ivory Coast,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:37:51 UTC
3R16PJFTS3RTRI22LLFWGADFB77K44,Chinese jeans bearing name of God anger Iranians,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:13:22 UTC
3126F2F5F83CUBWBNJWHLDB5I67PEG,Roadside bomb kills British soldier on Basra patrol,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:38:11 UTC
371DNNCG442TD2FRRXJ1YDGGW6U8T5,My real role in Kurds' struggle for freedom | @guardianletters,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:54:34 UTC
3WGCNLZJKF84LDZ96MA7EZBMFE11DW,Shah of Iran's youngest son shoots himself,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:53:13 UTC
3D06DR5225J3JVIMFY238QRJSMXMAL,One dead as Stockholm explosions hit shoppers,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:38:18 UTC
3L7SUC0TTUU7IIK4NW5AJKF6J0M0M9,Deadlock in Ukraine as Kuchma accused of sabotaging vote,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 01:14:35 UTC
3XD2A6FGFNUSC7LM7PKPO4F5ETXS9O,Clinging to hope in Iraq's sea of violence,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:14:11 UTC
3S829FDFT21CBEK2DFVE98FNKTEXDI,Chinese relationship with North Korea 'has withstood tempests',A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:14:25 UTC
3FO95NVK5C0YG7H816KBFPFZKF4SRC,India warns of Kashmir war,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:38:02 UTC
3VW0145YLYCEKOLQ94FG1PU2I9SMJ2,As the crow flies: birds flee Tehran's polluted air,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:54:59 UTC
388FBO7JZRTAXV1P75VJORYQ03BYN8,India attack fuels crisis,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:38:05 UTC
3I4E7AFQ2KZIXJBAI1GSN3PUCHOJT0,Blair rallies to cause of Hong Kong democracy,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:55:19 UTC
3538U0YQ1FUXT0RKKWJGQST4PBU3F0,EU braces itself for influx of Iraqi refugees,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:55:14 UTC
391JB9X4ZY89V8R8RPFS24UFXYRMK0,India: Scion of wealthy family convicted in BMW hit-and-run case,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:37:59 UTC
34XASH8KLQMA6ZOO4HK0YLGER8XPM4,Kashmiris tell militants to go,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:55:24 UTC
372AGES0I456CO37VGQYEXWRZU6XRP,South Korea unmoved by death threat,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:38:20 UTC
391JB9X4ZY89V8R8RPFS24UFXYSMK1,Greek steelworks strikers still holding out after 228 days,A109CH3492UU42,-1,-1.0,2015-03-31 01:14:02 UTC
38G0E1M85M56ORQTZVKLVNMQQI2UVN,Iraqi funeral hit by suicide bomber,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:38:23 UTC
3T2EL38U0MK60NO7I11Y97MM384XQO,Russia and west on collision course over Ukraine as talks fail in London,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:55:52 UTC
356ZPKYPUHHA0GD2NK8BSG3L0IBPYU,Sichuan earthquake aftermath - picture of the day,A109CH3492UU42,-1,-1.0,2015-03-31 01:14:19 UTC
3IWA71V4TIGDQ55N3SN0325V37RX6Q,Gazprom targets key UK names in drive for expansion,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:38:16 UTC
